	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
909	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_642	tr|H0YID3|H0YID3_HUMAN	100.0	5	0	0	1	5	29	33	93.0	16.9	5	tr|H0YID3|H0YID3_HUMAN Serine dehydratase-like (Fragment) OS=Homo sapiens OX=9606 GN=SDSL PE=1 SV=1
910	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_643	tr|A0A075B749|A0A075B749_HUMAN	100.0	5	0	0	1	5	1206	1210	64.0	17.7	5	tr|A0A075B749|A0A075B749_HUMAN Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=2
911	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_643	tr|A0A087WX83|A0A087WX83_HUMAN	100.0	5	0	0	1	5	1206	1210	64.0	17.7	5	tr|A0A087WX83|A0A087WX83_HUMAN Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=1
912	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6509	tr|A0A6I8PS19|A0A6I8PS19_HUMAN	100.0	5	0	0	1	5	434	438	82.0	17.3	5	tr|A0A6I8PS19|A0A6I8PS19_HUMAN Guanine nucleotide binding protein-like 3 (Nucleolar)-like, isoform CRA_b OS=Homo sapiens OX=9606 GN=GNL3L PE=4 SV=1
913	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6509	tr|H0YLZ7|H0YLZ7_HUMAN	100.0	5	0	0	1	5	319	323	90.0	16.9	5	tr|H0YLZ7|H0YLZ7_HUMAN Zinc finger protein 710 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF710 PE=1 SV=1
914	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6535	tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN	100.0	5	0	0	1	5	359	363	83.0	17.3	5	tr|A0A0A0MRJ7|A0A0A0MRJ7_HUMAN Coagulation factor V OS=Homo sapiens OX=9606 GN=F5 PE=1 SV=1
915	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6536	tr|E7EQG5|E7EQG5_HUMAN	100.0	5	0	0	1	5	555	559	53.0	17.7	5	tr|E7EQG5|E7EQG5_HUMAN Cadherin-related family member 3 OS=Homo sapiens OX=9606 GN=CDHR3 PE=1 SV=1
916	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6536	tr|H7C548|H7C548_HUMAN	100.0	5	0	0	1	5	112	116	57.0	17.7	5	tr|H7C548|H7C548_HUMAN Cadherin-related family member 3 (Fragment) OS=Homo sapiens OX=9606 GN=CDHR3 PE=1 SV=1
917	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6627	tr|A0A0B4J1S8|A0A0B4J1S8_HUMAN	100.0	5	0	0	1	5	738	742	99.0	16.9	5	tr|A0A0B4J1S8|A0A0B4J1S8_HUMAN Phosphatidylinositol 4-kinase beta OS=Homo sapiens OX=9606 GN=PI4KB PE=1 SV=1
918	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_652	tr|F5H5U2|F5H5U2_HUMAN	100.0	5	0	0	1	5	275	279	94.0	16.9	5	tr|F5H5U2|F5H5U2_HUMAN RNA helicase OS=Homo sapiens OX=9606 GN=DDX55 PE=1 SV=1
919	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_654	tr|A0A087WWY9|A0A087WWY9_HUMAN	100.0	5	0	0	1	5	219	223	81.0	17.3	5	tr|A0A087WWY9|A0A087WWY9_HUMAN Ras and Rab interactor 3 OS=Homo sapiens OX=9606 GN=RIN3 PE=3 SV=1
920	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6740	tr|A0A669KB53|A0A669KB53_HUMAN	100.0	5	0	0	1	5	759	763	99.0	16.9	5	tr|A0A669KB53|A0A669KB53_HUMAN Signal transducer and activator of transcription OS=Homo sapiens OX=9606 GN=STAT1 PE=1 SV=1
945	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6848	tr|A0A0C4DFX9|A0A0C4DFX9_HUMAN	100.0	5	0	0	1	5	152	156	84.0	17.3	5	tr|A0A0C4DFX9|A0A0C4DFX9_HUMAN Negative elongation factor A OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1
946	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6848	tr|H0Y3X6|H0Y3X6_HUMAN	100.0	5	0	0	1	5	145	149	84.0	17.3	5	tr|H0Y3X6|H0Y3X6_HUMAN Negative elongation factor A (Fragment) OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1
947	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6848	tr|C9JHL4|C9JHL4_HUMAN	100.0	5	0	0	1	5	146	150	85.0	17.3	5	tr|C9JHL4|C9JHL4_HUMAN Negative elongation factor A (Fragment) OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=2
948	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6848	tr|H7C2C7|H7C2C7_HUMAN	100.0	5	0	0	1	5	42	46	86.0	17.3	5	tr|H7C2C7|H7C2C7_HUMAN Negative elongation factor A (Fragment) OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1
949	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6848	tr|C9JEM7|C9JEM7_HUMAN	100.0	5	0	0	1	5	71	75	87.0	17.3	5	tr|C9JEM7|C9JEM7_HUMAN Negative elongation factor A (Fragment) OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1
950	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6848	tr|H7C0W2|H7C0W2_HUMAN	100.0	5	0	0	1	5	125	129	88.0	17.3	5	tr|H7C0W2|H7C0W2_HUMAN Negative elongation factor A (Fragment) OS=Homo sapiens OX=9606 GN=NELFA PE=1 SV=1
952	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6884	tr|A0A494C0A7|A0A494C0A7_HUMAN	100.0	5	0	0	1	5	436	440	51.0	17.7	5	tr|A0A494C0A7|A0A494C0A7_HUMAN Zinc finger matrin-type protein 1 OS=Homo sapiens OX=9606 GN=ZMAT1 PE=1 SV=1
953	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6885	tr|C9JG98|C9JG98_HUMAN	100.0	5	0	0	1	5	23	27	48.0	18.1	5	tr|C9JG98|C9JG98_HUMAN Probable ATP-dependent RNA helicase DHX58 (Fragment) OS=Homo sapiens OX=9606 GN=DHX58 PE=1 SV=1
954	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6885	tr|C9JE76|C9JE76_HUMAN	100.0	5	0	0	1	5	23	27	68.0	17.7	5	tr|C9JE76|C9JE76_HUMAN Probable ATP-dependent RNA helicase DHX58 (Fragment) OS=Homo sapiens OX=9606 GN=DHX58 PE=1 SV=1
955	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6947	tr|E7ESA7|E7ESA7_HUMAN	100.0	5	0	0	1	5	2	6	87.0	17.3	5	tr|E7ESA7|E7ESA7_HUMAN Nitric-oxide synthase (NADPH) OS=Homo sapiens OX=9606 GN=NOS3 PE=1 SV=1
956	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6947	tr|H0Y4R3|H0Y4R3_HUMAN	100.0	5	0	0	1	5	181	185	92.0	17.3	5	tr|H0Y4R3|H0Y4R3_HUMAN Interleukin-15 receptor subunit alpha (Fragment) OS=Homo sapiens OX=9606 GN=IL15RA PE=1 SV=2
957	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_6947	tr|C9IZQ0|C9IZQ0_HUMAN	100.0	5	0	0	1	5	47	51	99.0	17.3	5	tr|C9IZQ0|C9IZQ0_HUMAN Zinc finger protein 480 OS=Homo sapiens OX=9606 GN=ZNF480 PE=4 SV=1
985	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_7005	tr|A0A0G2JN52|A0A0G2JN52_HUMAN	100.0	5	0	0	1	5	225	229	77.0	17.3	5	tr|A0A0G2JN52|A0A0G2JN52_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta OS=Homo sapiens OX=9606 GN=PPP2R3B PE=1 SV=1
986	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_7005	tr|A0A0G2JNR6|A0A0G2JNR6_HUMAN	100.0	5	0	0	1	5	225	229	77.0	17.3	5	tr|A0A0G2JNR6|A0A0G2JNR6_HUMAN Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit beta OS=Homo sapiens OX=9606 GN=PPP2R3B PE=1 SV=1
992	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_24	tr|J3KN75|J3KN75_HUMAN	100.0	5	0	0	1	5	902	906	87.0	17.3	5	tr|J3KN75|J3KN75_HUMAN TBC1 domain family member 8B OS=Homo sapiens OX=9606 GN=TBC1D8B PE=1 SV=1
997	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_63	tr|A0A2R8Y706|A0A2R8Y706_HUMAN	100.0	5	0	0	1	5	1481	1485	44.0	18.1	5	tr|A0A2R8Y706|A0A2R8Y706_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1
998	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_63	tr|A0A2R8Y5T0|A0A2R8Y5T0_HUMAN	100.0	5	0	0	1	5	1057	1061	44.0	18.1	5	tr|A0A2R8Y5T0|A0A2R8Y5T0_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1
999	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_63	tr|A0A2R8Y542|A0A2R8Y542_HUMAN	100.0	5	0	0	1	5	589	593	44.0	18.1	5	tr|A0A2R8Y542|A0A2R8Y542_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1
1000	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_63	tr|A0A2R8Y6I5|A0A2R8Y6I5_HUMAN	100.0	5	0	0	1	5	26	30	74.0	17.3	5	tr|A0A2R8Y6I5|A0A2R8Y6I5_HUMAN Cytoplasmic dynein 1 heavy chain 1 (Fragment) OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=1
1001	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_77	tr|F8VRY4|F8VRY4_HUMAN	100.0	5	0	0	1	5	266	270	76.0	17.3	5	tr|F8VRY4|F8VRY4_HUMAN Protein O-mannosyl-transferase TMTC3 OS=Homo sapiens OX=9606 GN=TMTC3 PE=1 SV=1
1002	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_99	tr|K7EQL6|K7EQL6_HUMAN	100.0	5	0	0	1	5	47	51	93.0	16.9	5	tr|K7EQL6|K7EQL6_HUMAN Ubiquitinyl hydrolase 1 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1
1003	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_99	tr|F8W6I3|F8W6I3_HUMAN	100.0	5	0	0	1	5	416	420	94.0	16.9	5	tr|F8W6I3|F8W6I3_HUMAN Nuclear receptor subfamily 4 group A member 2 OS=Homo sapiens OX=9606 GN=NR4A2 PE=1 SV=1
1004	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_99	tr|C9J8W4|C9J8W4_HUMAN	100.0	5	0	0	1	5	353	357	95.0	16.9	5	tr|C9J8W4|C9J8W4_HUMAN Nuclear receptor subfamily 4 group A member 2 OS=Homo sapiens OX=9606 GN=NR4A2 PE=1 SV=1
1005	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_99	tr|E9PBQ4|E9PBQ4_HUMAN	100.0	5	0	0	1	5	353	357	95.0	16.9	5	tr|E9PBQ4|E9PBQ4_HUMAN Nuclear receptor subfamily 4 group A member 2 OS=Homo sapiens OX=9606 GN=NR4A2 PE=1 SV=1
1006	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_99	tr|B1AK63|B1AK63_HUMAN	100.0	5	0	0	1	5	35	39	99.0	16.9	5	tr|B1AK63|B1AK63_HUMAN Chromatin modification-related protein MEAF6 OS=Homo sapiens OX=9606 GN=MEAF6 PE=1 SV=1
1007	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_102	tr|C9JW47|C9JW47_HUMAN	100.0	5	0	0	1	5	111	115	70.0	17.3	5	tr|C9JW47|C9JW47_HUMAN C-X-C chemokine receptor type 2 (Fragment) OS=Homo sapiens OX=9606 GN=CXCR2 PE=1 SV=8
1008	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_132	tr|H7C452|H7C452_HUMAN	100.0	5	0	0	1	5	133	137	52.0	18.1	5	tr|H7C452|H7C452_HUMAN ATP-dependent RNA helicase DDX18 (Fragment) OS=Homo sapiens OX=9606 GN=DDX18 PE=1 SV=1
1010	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_144	tr|J3KPL8|J3KPL8_HUMAN	100.0	5	0	0	1	5	403	407	85.0	17.3	5	tr|J3KPL8|J3KPL8_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=1
1011	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_144	tr|A0A075B7G8|A0A075B7G8_HUMAN	100.0	5	0	0	1	5	403	407	85.0	17.3	5	tr|A0A075B7G8|A0A075B7G8_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=7
1012	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_144	tr|A0A087WYH9|A0A087WYH9_HUMAN	100.0	5	0	0	1	5	168	172	86.0	17.3	5	tr|A0A087WYH9|A0A087WYH9_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=1
1013	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_144	tr|A0A087X0V7|A0A087X0V7_HUMAN	100.0	5	0	0	1	5	144	148	86.0	17.3	5	tr|A0A087X0V7|A0A087X0V7_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=1
1014	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_144	tr|V9GY97|V9GY97_HUMAN	100.0	5	0	0	1	5	144	148	88.0	17.3	5	tr|V9GY97|V9GY97_HUMAN Amyloid-beta A4 precursor protein-binding family B member 1 (Fragment) OS=Homo sapiens OX=9606 GN=APBB1 PE=1 SV=8
1015	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_333	tr|A0A494BZW6|A0A494BZW6_HUMAN	100.0	5	0	0	1	5	523	527	77.0	17.3	5	tr|A0A494BZW6|A0A494BZW6_HUMAN Ciliogenesis and planar polarity effector 1 (Fragment) OS=Homo sapiens OX=9606 GN=CPLANE1 PE=1 SV=1
1016	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_335	tr|J9JIE5|J9JIE5_HUMAN	100.0	5	0	0	1	5	253	257	43.0	18.1	5	tr|J9JIE5|J9JIE5_HUMAN Endoplasmic reticulum membrane sensor NFE2L1 OS=Homo sapiens OX=9606 GN=NFE2L1 PE=1 SV=1
1017	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_427	tr|H0YBL9|H0YBL9_HUMAN	100.0	5	0	0	1	5	37	41	75.0	17.3	5	tr|H0YBL9|H0YBL9_HUMAN Protein RRNAD1 (Fragment) OS=Homo sapiens OX=9606 GN=RRNAD1 PE=1 SV=1
1018	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_427	tr|E5RJL6|E5RJL6_HUMAN	100.0	5	0	0	1	5	48	52	78.0	17.3	5	tr|E5RJL6|E5RJL6_HUMAN Protein RRNAD1 (Fragment) OS=Homo sapiens OX=9606 GN=RRNAD1 PE=1 SV=8
1021	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_446	tr|F8VVR8|F8VVR8_HUMAN	100.0	5	0	0	1	5	782	786	81.0	17.3	5	tr|F8VVR8|F8VVR8_HUMAN Myelin regulatory factor-like protein OS=Homo sapiens OX=9606 GN=MYRFL PE=3 SV=2
1022	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_446	tr|H0YHI9|H0YHI9_HUMAN	100.0	5	0	0	1	5	259	263	83.0	17.3	5	tr|H0YHI9|H0YHI9_HUMAN Myelin regulatory factor-like protein (Fragment) OS=Homo sapiens OX=9606 GN=MYRFL PE=4 SV=1
1023	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_486	tr|A6NHA5|A6NHA5_HUMAN	100.0	5	0	0	1	5	94	98	68.0	17.7	5	tr|A6NHA5|A6NHA5_HUMAN C-type lectin domain family 4 member D (Fragment) OS=Homo sapiens OX=9606 GN=CLEC4D PE=1 SV=2
1027	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_503	tr|A0A3B3IST8|A0A3B3IST8_HUMAN	100.0	5	0	0	1	5	258	262	54.0	17.7	5	tr|A0A3B3IST8|A0A3B3IST8_HUMAN Islet cell autoantigen 1 OS=Homo sapiens OX=9606 GN=ICA1 PE=1 SV=1
1028	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_503	tr|E9PDL4|E9PDL4_HUMAN	100.0	5	0	0	1	5	246	250	54.0	17.7	5	tr|E9PDL4|E9PDL4_HUMAN Islet cell autoantigen 1 OS=Homo sapiens OX=9606 GN=ICA1 PE=1 SV=1
1029	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_503	tr|E7ENI6|E7ENI6_HUMAN	100.0	5	0	0	1	5	258	262	55.0	17.7	5	tr|E7ENI6|E7ENI6_HUMAN Islet cell autoantigen 1 OS=Homo sapiens OX=9606 GN=ICA1 PE=1 SV=1
1030	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_503	tr|B9ZVM7|B9ZVM7_HUMAN	100.0	5	0	0	1	5	246	250	55.0	17.7	5	tr|B9ZVM7|B9ZVM7_HUMAN Islet cell autoantigen 1 (Fragment) OS=Homo sapiens OX=9606 GN=ICA1 PE=1 SV=2
1031	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_522	tr|A0A0A0MT55|A0A0A0MT55_HUMAN	100.0	5	0	0	1	5	99	103	97.0	16.9	5	tr|A0A0A0MT55|A0A0A0MT55_HUMAN Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=SARDH PE=1 SV=1
1032	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_585	tr|K7EPW9|K7EPW9_HUMAN	100.0	5	0	0	1	5	146	150	76.0	17.3	5	tr|K7EPW9|K7EPW9_HUMAN Inward rectifier potassium channel 16 OS=Homo sapiens OX=9606 GN=KCNJ16 PE=1 SV=1
1033	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_585	tr|K7EJR9|K7EJR9_HUMAN	100.0	5	0	0	1	5	142	146	76.0	17.3	5	tr|K7EJR9|K7EJR9_HUMAN Inward rectifier potassium channel 16 OS=Homo sapiens OX=9606 GN=KCNJ16 PE=1 SV=1
1034	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_588	tr|E9PCH4|E9PCH4_HUMAN	100.0	5	0	0	1	5	142	146	52.0	17.7	5	tr|E9PCH4|E9PCH4_HUMAN Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1
1035	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_588	tr|B7Z7Y1|B7Z7Y1_HUMAN	100.0	5	0	0	1	5	92	96	52.0	17.7	5	tr|B7Z7Y1|B7Z7Y1_HUMAN Rap guanine nucleotide exchange factor 6 OS=Homo sapiens OX=9606 GN=RAPGEF6 PE=1 SV=1
1036	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_589	tr|K7EKZ1|K7EKZ1_HUMAN	100.0	5	0	0	1	5	63	67	91.0	16.9	5	tr|K7EKZ1|K7EKZ1_HUMAN Ubiquitinyl hydrolase 1 (Fragment) OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1
1037	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_589	tr|H7C5Q2|H7C5Q2_HUMAN	100.0	5	0	0	1	5	254	258	94.0	16.9	5	tr|H7C5Q2|H7C5Q2_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=1
1038	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_589	tr|A0A1B0GWB9|A0A1B0GWB9_HUMAN	100.0	5	0	0	1	5	326	330	98.0	16.9	5	tr|A0A1B0GWB9|A0A1B0GWB9_HUMAN SAM and SH3 domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SASH1 PE=1 SV=1
1039	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_838	tr|K7ENC1|K7ENC1_HUMAN	100.0	5	0	0	1	5	117	121	100.0	16.9	5	tr|K7ENC1|K7ENC1_HUMAN Purine-rich element-binding protein gamma (Fragment) OS=Homo sapiens OX=9606 GN=PURG PE=1 SV=1
1040	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_884	tr|A0A087X080|A0A087X080_HUMAN	100.0	5	0	0	1	5	888	892	40.0	18.1	5	tr|A0A087X080|A0A087X080_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=1
1041	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_884	tr|A0A0X1KG73|A0A0X1KG73_HUMAN	100.0	5	0	0	1	5	888	892	40.0	18.1	5	tr|A0A0X1KG73|A0A0X1KG73_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=1
1042	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_884	tr|A0A0U1RRH1|A0A0U1RRH1_HUMAN	100.0	5	0	0	1	5	888	892	40.0	18.1	5	tr|A0A0U1RRH1|A0A0U1RRH1_HUMAN Ryanodine receptor 3 OS=Homo sapiens OX=9606 GN=RYR3 PE=1 SV=1
1043	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1039	tr|A0A0U1RR07|A0A0U1RR07_HUMAN	100.0	5	0	0	1	5	1650	1654	87.0	16.9	5	tr|A0A0U1RR07|A0A0U1RR07_HUMAN Synaptotagmin-like protein 2 OS=Homo sapiens OX=9606 GN=SYTL2 PE=1 SV=1
1044	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1039	tr|A0A0U1RQP0|A0A0U1RQP0_HUMAN	100.0	5	0	0	1	5	687	691	88.0	16.9	5	tr|A0A0U1RQP0|A0A0U1RQP0_HUMAN Synaptotagmin-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SYTL2 PE=1 SV=1
1045	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1039	tr|A0A0U1RRJ3|A0A0U1RRJ3_HUMAN	100.0	5	0	0	1	5	687	691	88.0	16.9	5	tr|A0A0U1RRJ3|A0A0U1RRJ3_HUMAN Synaptotagmin-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SYTL2 PE=1 SV=1
1046	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1039	tr|A0A0U1RQH1|A0A0U1RQH1_HUMAN	100.0	5	0	0	1	5	102	106	88.0	16.9	5	tr|A0A0U1RQH1|A0A0U1RQH1_HUMAN Synaptotagmin-like protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=SYTL2 PE=1 SV=1
1047	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1039	tr|A4FU16|A4FU16_HUMAN	100.0	5	0	0	1	5	338	342	89.0	16.9	5	tr|A4FU16|A4FU16_HUMAN RHBDL3 protein (Fragment) OS=Homo sapiens OX=9606 GN=RHBDL3 PE=1 SV=1
1048	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1043	tr|S4R404|S4R404_HUMAN	100.0	5	0	0	1	5	475	479	90.0	16.9	5	tr|S4R404|S4R404_HUMAN Testis-specific-expressed protein 55 OS=Homo sapiens OX=9606 GN=TEX55 PE=1 SV=1
1050	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1108	tr|A0A5F9ZA98|A0A5F9ZA98_HUMAN	100.0	5	0	0	1	5	526	530	77.0	17.3	5	tr|A0A5F9ZA98|A0A5F9ZA98_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=1
1051	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1108	tr|A0A087WW65|A0A087WW65_HUMAN	100.0	5	0	0	1	5	482	486	77.0	17.3	5	tr|A0A087WW65|A0A087WW65_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=1
1052	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1108	tr|B4DGL8|B4DGL8_HUMAN	100.0	5	0	0	1	5	495	499	77.0	17.3	5	tr|B4DGL8|B4DGL8_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=1
1053	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1108	tr|A0A590UJS8|A0A590UJS8_HUMAN	100.0	5	0	0	1	5	462	466	78.0	17.3	5	tr|A0A590UJS8|A0A590UJS8_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=1
1054	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1108	tr|A0A2R8Y473|A0A2R8Y473_HUMAN	100.0	5	0	0	1	5	522	526	78.0	17.3	5	tr|A0A2R8Y473|A0A2R8Y473_HUMAN ATP-binding cassette sub-family B member 7, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=1
1055	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1122	tr|A0A087X170|A0A087X170_HUMAN	100.0	5	0	0	1	5	61	65	96.0	16.9	5	tr|A0A087X170|A0A087X170_HUMAN Transient receptor potential cation channel subfamily V member 3 OS=Homo sapiens OX=9606 GN=TRPV3 PE=1 SV=1
1056	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1122	tr|A0A494C0E1|A0A494C0E1_HUMAN	100.0	5	0	0	1	5	253	257	98.0	16.9	5	tr|A0A494C0E1|A0A494C0E1_HUMAN SH2 domain-containing protein 6 OS=Homo sapiens OX=9606 GN=SH2D6 PE=4 SV=1
1057	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1207	tr|A0A087WVR2|A0A087WVR2_HUMAN	100.0	5	0	0	1	5	17	21	90.0	17.3	5	tr|A0A087WVR2|A0A087WVR2_HUMAN Transmembrane and coiled-coil domain-containing protein 3 (Fragment) OS=Homo sapiens OX=9606 GN=TMCO3 PE=4 SV=1
1074	wuhan_hu_1|2|surface_glycoprotein|MN908947|21563|25384_1237	tr|E9PFF2|E9PFF2_HUMAN	100.0	5	0	0	1	5	39	43	97.0	16.9	5	tr|E9PFF2|E9PFF2_HUMAN Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=1
